RegionName,StateName,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
"Des Moines, IA",IA,114432.4965,120583.2955,126346.2971,132590.0897,139311.5708,145133.7705,150736.5586,154454.35,154689.8104,150327.3438,148312.364,143692.3481,140493.7619,146641.7879,154769.239,161330.3896,173939.4106,184851.8009,195045.8686,204250.418,212342.0548,226084.7156,249818.198,267831.9878,276902.6787
"Springfield, MA",MA,126073.338,130262.7317,139289.7735,156501.8724,173252.1293,195589.0235,217028.2669,220678.3391,217900.33,206537.8475,201973.7854,198374.6513,189249.4378,189238.9724,195215.439,196422.5165,204002.7364,210819.8772,219605.3873,227989.8998,237521.6279,263838.9004,288561.2951,312202.8764,334450.2325
"Ogden, UT",UT,159818.6561,166851.3584,167478.6066,167228.7903,168982.5987,171803.3711,175808.7034,197244.7628,219962.8722,207011.7526,197423.6317,184018.8536,177491.9162,185228.4577,198793.7313,205587.9095,225512.4666,249232.8369,271805.9827,299373.0079,325879.4029,375963.0956,468041.0369,480067.0623,486564.9258
"Madison, WI",WI,149917.1784,156070.7999,164504.6921,172886.0737,185164.1246,202171.831,216664.5284,222863.0527,226277.5584,215506.1457,214391.798,208225.7983,202232.949,205910.4899,215892.0589,223504.2438,237566.3048,252216.752,266305.0707,279849.2195,293819.5016,321270.3091,352321.5386,381739.1345,405646.8634
"Winston, NC",NC,114463.9903,119789.6987,124246.5562,126008.6212,129031.1161,133399.8015,138518.8764,144317.3247,147014.8881,145582.0661,140262.6218,136930.3598,131183.3215,130267.4745,131323.8098,134511.7871,139466.3069,144027.3177,151686.2523,161303.3833,172620.7191,194496.2166,219659.2019,246040.7932,258036.3718
"Deltona, FL",FL,96888.32779,102414.0935,110282.074,121194.1466,138607.2692,165742.6178,211525.017,227715.9376,195723.0778,157048.9732,132741.9606,120674.735,108473.4056,116015.5196,133748.2157,144952.2022,158160.9221,174870.8344,193071.7987,206750.1562,219059.265,241049.9743,296576.0718,338394.3942,339466.2773
"Syracuse, NY",NY,75356.57287,78957.42829,84007.24569,87855.43634,95345.27637,100499.2033,107406.0132,113241.6336,117619.5674,116356.0403,116909.0094,116186.1149,113780.0471,114203.4409,116731.0709,117950.7121,122338.8266,125969.7139,130117.0582,135621.9839,142632.5374,158886.3659,172891.1477,191151.138,211591.3125
"Provo, UT",UT,,190812.5129,196733.5481,193358.7958,194324.4143,195630.784,203849.4713,238757.3129,273732.6273,244165.7461,218260.3531,199204.8574,190965.3557,211017.8831,237805.5821,247470.7662,273114.8907,294155.7783,318716.4931,349399.7656,372531.6863,424252.4183,525494.8608,539015.5426,536931.6707
"Toledo, OH",OH,81298.55028,87152.55908,92586.89055,96537.10884,100245.6758,104563.3188,107399.1656,108065.729,103892.0782,99294.65437,94567.90353,91286.70016,87070.2385,87699.39017,92627.01421,96033.42925,103781.1978,108097.3981,114744.9815,120617.0676,127595.9755,142836.5446,151501.8682,161925.0665,174220.5671
"Wichita, KS",KS,,,,93911.05812,94580.35947,105894.3022,103449.0907,107312.8386,110108.0371,110889.793,113357.8117,110223.1864,106646.8874,107956.9493,108160.93,111051.4056,117004.1473,120077.0806,124243.2601,129846.269,139623.6436,152936.0937,171033.1986,187560.7493,196715.0254
"Durham, NC",NC,157941.5168,164504.0032,170543.7813,175493.0266,179017.9632,185277.5721,193868.3416,200280.7435,207355.7809,202042.2249,195477.002,192222.4944,180524.975,177507.3563,186509.8991,194027.1504,205238.9689,219693.64,235242.6572,251146.2993,264710.6511,292346.7001,353516.499,389652.0963,404279.7836
"Augusta, GA",GA,92071.5858,94630.05823,97326.60729,98983.9173,102910.4283,109211.7897,117180.7526,126781.7605,132069.8038,131686.1771,128609.3513,123706.1817,117803.4255,117663.2062,119753.5358,121633.7331,127790.4939,129888.4192,135749.2529,146606.2501,155596.2787,173868.1858,198243.7931,218677.4575,224886.0382
"Palm Bay, FL",FL,104628.1918,109424.2653,117456.1252,129563.1201,147782.4505,187933.7018,242227.8967,243714.8391,200390.0433,156802.9157,137315.8355,123005.6959,114373.4575,119268.274,135592.6299,147750.5341,166861.9876,184780.925,206193.2951,220018.5154,228628.4867,254842.0757,310316.9938,354670.0342,360064.4049
"Jackson, MS",MS,,,,,103069.2374,107066.1668,114239.2779,123226.2139,120863.4287,112186.1446,114810.0654,111258.2963,108043.1561,108851.0114,108123.9981,116646.6721,124567.9026,128709.2087,132291.5544,137103.6067,144099.2137,154650.4746,174266.3987,184683.5075,185503.7416
"Harrisburg, PA",PA,113845.612,118901.8092,122148.4084,126472.8097,134673.4352,144780.3023,156838.7348,167888.5567,173555.9929,172059.876,171003.9495,168132.4218,163130.6121,165318.3741,165225.0781,166919.1013,171088.7763,176048.7161,181440.6794,185709.7383,195908.5772,213547.3675,233266.5415,257006.2512,271597.0077
"Spokane, WA",WA,119192.72,118328.2991,121538.4944,125692.8476,133259.9941,145646.8574,170859.9236,193867.4826,201369.2355,185803.7898,179612.7624,166283.7886,157170.2505,156570.1555,162275.9455,166922.8081,180729.607,195854.799,215052.0476,240213.1013,268601.4202,313674.2261,381491.4617,398526.2695,397960.9095
"Scranton, PA",PA,81474.70844,84937.11268,88492.5742,92793.50161,98384.60823,103579.1654,113733.4202,121550.9766,127209.415,127099.8418,121949.0792,123571.3182,116367.6311,115793.9585,116854.7997,117018.9764,121480.1714,119624.2145,124459.0375,128055.7863,137265.9902,153930.9795,172956.0357,181099.8946,191417.9692
"Chattanooga, TN",TN,110756.5715,115326.3951,120935.1108,125320.5559,130428.1021,137504.2421,146925.7268,152638.7247,154569.7265,150293.8457,143375.2698,141054.6096,134145.3556,135406.4463,142603.2534,145055.0211,152455.6899,161237.7491,171837.9463,180898.2326,194527.0166,216699.0514,255828.2017,275551.5553,292263.6699
"Modesto, CA",CA,144090.048,159302.1126,193501.2957,219824.9129,254925.7377,312383.8523,392958.1028,389283.9269,304861.4624,178986.0708,150774.0843,148609.5307,136591.1031,150430.5235,197613.6501,225476.573,248995.6924,270051.2151,294890.573,314366.5387,330692.6921,370052.2422,432773.9582,440417.9813,453166.3726
"Lancaster, PA",PA,,,,140693.6308,149718.1018,161437.6093,186662.322,198356.8695,203389.8705,198032.9656,195534.6071,188915.556,183186.4358,186857.7162,189307.5452,193603.6509,200117.8217,207832.8721,218066.0465,228599.5454,238638.0211,261631.6979,291794.8023,319757.4073,340810.8658
"Portland, ME",ME,135065.1717,147564.0469,166840.264,188802.5679,214786.682,243618.949,262343.1483,261636.2086,256329.0596,241257.3655,225910.541,224531.1117,220792.7091,220045.838,229640.0544,234893.8811,248309.3114,266136.1161,284738.1146,302316.371,316695.3009,365883.2137,423129.4752,465280.2683,503425.8067
"Youngstown, OH",OH,76056.34427,79094.40555,82253.68702,84379.44364,86848.84169,89957.70722,92490.72641,92958.65578,91135.3891,87669.33971,81666.52956,77692.55288,75046.19441,75098.86253,76928.70452,78205.13937,82972.9614,85396.80122,89101.78646,92649.82797,98514.66251,112248.4282,125682.4717,134790.4933,142339.5885
"Lansing, MI",MI,92225.93695,99005.44161,106565.0085,112973.7225,119812.9346,125590.9631,128967.8243,128161.4869,118594.8392,111940.1064,102435.7905,98943.36205,96095.31545,101109.6511,109155.9863,115740.4099,122384.6453,130229.408,139596.1693,146600.4305,157728.5349,175218.4509,186958.0776,201399.1041,212342.7473
"Fayetteville, AR",AR,118605.4395,125196.9906,128936.7467,,131579.2219,146663.3879,164581.2736,172105.6345,166894.2758,154758.5411,147192.0536,136422.9957,131772.7449,139622.1447,147772.6513,153954.4833,162825.6955,176129.0415,187885.3591,196218.5955,207825.4601,233648.7914,284412.3627,318209.758,332228.072
"Fayetteville, NC",NC,106151.9006,109154.4986,108719.2043,110546.6626,112976.8882,117782.7325,123665.7736,131479.1304,137913.4527,139519.6178,140109.4284,140933.1565,136750.4089,133591.9059,132636.6679,131577.79,131087.9705,132702.098,137080.0941,141495.5342,148841.3473,165440.6332,186557.9287,218996.0684,235148.3902
"Lexington, KY",KY,120353.8889,126176.2165,130324.7155,135095.1435,140359.5556,147230.4821,152213.2736,154756.4735,154312.6814,153412.1062,150954.8323,149367.1692,145258.2298,146961.6356,149876.7362,153038.3336,159701.3444,168234.2079,179790.3884,187433.0417,196899.8244,218102.8323,244086.9406,266563.883,284585.9618
"Pensacola, FL",FL,106091.4621,107498.8646,109261.8254,112869.7528,119552.8659,137598.2204,173682.4934,177737.0296,166626.4732,147504.0037,140921.2009,131559.1837,123911.9182,122150.2249,131505.8179,137274.5477,144055.0854,152933.0033,165029.3451,176719.5078,191980.6733,218584.7981,260318.3873,288526.6651,295322.5863
"Santa Rosa, CA",CA,268221.562,328530.7759,382139.3585,409836.3214,461755.7955,552014.8097,631049.0244,606067.5713,553012.1899,435794.3321,403832.686,388194.527,346401.9011,374980.1687,453618.341,501259.7392,562604.75,595575.1738,645786.6472,674919.4959,672645.0391,707619.2279,775075.4544,793774.8978,810314.9428
"Reno, NV",NV,176911.2306,182597.5957,193496.6861,210668.3881,242547.4174,319952.9697,380560.1572,361731.1125,320086.6849,249910.0828,198493.0609,184309.2469,162838.3671,175494.9729,220878.7868,246957.8497,287115.6093,310558.8988,340325.3093,373132.0456,384485.0263,426926.1866,531316.6116,526760.4157,529583.3467
"Huntsville, AL",AL,,88865.81913,91922.14126,93996.44051,95851.0565,99550.65784,80063.97361,88462.82044,101574.6054,110056.267,106822.7498,116963.8003,114830.2719,158414.7254,165709.5237,163295.9043,166012.6394,171481.2664,176573.8019,185981.075,201614.1061,231280.0607,281591.0031,299896.4538,303072.666
"Port St. Lucie, FL",FL,107764.6394,111525.6869,120450.9632,138576.7039,164327.5219,198526.624,255232.9268,263142.2718,211748.3934,154593.5426,125588.7743,123370.6224,117935.9515,125466.9639,145789.7239,160051.7771,185564.7733,207566.4768,225437.3403,239974.6181,248999.1617,273182.8072,350770.9291,404739.7475,411434.6574
"Lafayette, LA",LA,,,,,122799.1883,128752.4189,136498.558,149082.3749,153949.6744,153086.4228,149499.8043,151630.1846,149480.8375,155424.7343,167999.3419,173531.3828,182510.1794,176028.771,176367.5524,174372.2409,180530.0452,183925.0685,193077.6325,195268.4611,191588.6958
"Myrtle Beach, SC",SC,,,143309.5039,146934.4082,153930.3439,172601.0975,208407.1521,236697.4779,232298.5786,209117.3889,187536.8043,173183.7441,168606.2117,170583.2062,179893.8593,187020.8484,195104.8381,201552.7673,211090.5164,221249.5095,232324.972,255265.7192,313277.2181,354770.9641,359181.2573
"Springfield, MO",MO,,,,,,,,,124738.5435,121642.792,116693.9066,112891.1322,108530.4809,112751.4099,118960.2565,121951.8223,127778.5379,134237.7616,142262.9884,151639.2407,162271.0359,180910.1031,214509.3241,238675.0382,246509.8952
"Visalia, CA",CA,105089.8294,104093.6839,108071.5132,115333.8028,133901.5019,172060.4957,226980.7299,247735.0515,219697.3471,169491.2722,149012.0491,135038.4575,123507.7493,133755.0731,157115.9866,169315.5934,174690.798,196609.4,213615.2124,224912.1434,238144.0701,264435.0309,310276.8799,329093.9397,336349.284
"Killeen, TX",TX,,,,,,,,,,137478.1487,134441.042,134671.9653,130118.7302,129649.2447,129743.2896,132679.9989,137483.0995,141489.5012,147330.3217,157406.5984,166545.4156,185440.4519,229157.6406,257721.931,250252.8251
"Asheville, NC",NC,115127.3806,122136.7917,130914.1911,138357.7463,145753.5047,157937.7959,174085.7497,194695.0105,207443.2177,204955.9275,193507.8501,185422.2192,177579.1576,179256.9411,188742.8078,199273.155,216841.159,232699.6051,252822.3286,266369.6309,277907.4572,308624.4703,360510.3652,398935.5529,419688.2469
"York, PA",PA,116332.4005,118341.0255,122322.1203,127486.2115,137304.3417,151567.3159,173910.6115,190846.7158,194460.4687,180287.9732,174318.4122,164336.8652,155919.8808,155291.0868,155887.7269,157769.3007,163968.8776,169556.4947,177291.8557,182167.4629,193274.9113,212682.4588,232749.5382,256663.2653,272824.939
"Vallejo, CA",CA,187721.7551,218802.3317,261965.0146,294472.8313,341493.0919,410826.404,482788.8319,478849.0825,410548.5337,261067.4744,219703.9822,217646.4148,194302.8846,215562.2351,284287.1152,322183.9349,355231.2167,387887.3908,422274.5158,447298.1093,456207.7845,499892.8135,580163.146,576891.2931,584755.7865
"Santa Maria, CA",CA,277464.075,309127.6717,367251.638,427200.612,506787.6681,612787.8644,704779.2572,670445.2036,595203.8968,464033.6595,428354.3032,421797.4672,366765.8183,397400.3947,475687.1245,517073.3525,557408.5944,581397.6727,608603.0583,623706.2671,633782.9528,711315.3318,858691.5037,929065.0821,995357.8353
"Salinas, CA",CA,258323.9739,311517.9138,370293.6963,397584.9704,456615.4604,570028.8607,691578.9764,685189.6069,577400.8983,393919.0104,329164.4396,322373.9703,301809.996,319638.4947,390039.1909,426340.4329,468642.1625,502498.1165,537715.2011,567103.9296,587408.347,657725.1969,762672.0826,782866.6937,821479.5642
"Salem, OR",OR,141064.9281,146530.6407,151535.4014,156759.2638,165105.1224,171947.0975,195326.7138,225367.8339,233326.2229,217893.257,201622.63,188981.5622,169732.5779,166610.1644,177226.7081,191914.9256,215099.4136,242440.1602,269516.2295,297491.3333,313671.5269,350719.174,412244.4325,428041.2193,431430.9994
"Mobile, AL",AL,87933.49415,92516.13586,96868.20009,97269.6433,98727.12189,102343.6636,111453.0531,127323.7755,133067.4929,135898.852,126294.5744,112996.2226,103359.8989,101204.4512,102714.3108,103603.8226,107456.5365,113101.4071,117015.3053,122852.8048,133348.4399,145083.6824,166301.0894,177087.3274,183155.2601
"Reading, PA",PA,101591.1524,106044.1422,109875.0286,116677.0738,124913.0052,141669.0909,156124.9229,172683.7669,176383.1625,172277.6143,166604.6802,160235.7316,150906.0388,148239.3053,150676.8102,152790.2202,156124.5699,161996.6738,170101.9637,175854.0423,186379.701,208736.5135,228623.0081,256193.4567,273887.2874
"Corpus Christi, TX",TX,,,,,,114497.5663,124747.3135,132495.2336,137805.1135,131604.4201,128723.9196,124897.1121,124349.0564,125438.6515,129779.9374,140617.2258,153632.1404,161170.132,163815.9936,166699.8966,179335.4594,188860.8773,207852.2351,214992.9409,213429.6451
"Brownsville, TX",TX,,98258.33611,94490.97485,97721.83386,100098.1255,113261.1315,119044.2302,122805.5003,121378.9585,123777.3346,119989.2249,119021.8676,114585.2288,106268.2578,106838.4716,110299.6368,114371.2918,117629.7073,121173.6912,121291.8497,121934.2354,138220.5399,165489.3141,178885.0014,187056.3416
"Manchester, NH",NH,152179.9054,169255.4336,198373.0984,226394.7227,253387.6178,276930.5558,297598.1325,288090.2345,276155.6676,250354.0502,244149.7165,234520.1343,220295.3269,223327.3371,232735.9333,238401.8022,254132.8599,266660.5609,285576.5738,298609.5805,315401.0728,358713.2935,402021.9315,447707.1089,485314.7741
"Fort Wayne, IN",IN,,,,,101323.7134,105729.2361,108631.2406,109951.4668,109238.0326,106904.3903,105591.9238,104757.7898,104233.4569,105374.9366,107567.7046,110607.596,115554.5207,122618.6748,130851.9236,140528.9949,152218.3407,168768.0283,191951.2502,210751.332,226263.4136
"Gulfport, MS",MS,,,,,,,,,,,,118471.7397,113868.8845,108367.9916,109103.6489,116102.9195,124239.0377,129850.0403,136568.3386,142389.2579,148874.7851,162389.1957,189109.5347,198163.1513,203139.9632
"Salisbury, MD",DE,135613.3163,146707.1027,159861.4695,176554.3809,203288.5502,238098.3757,283079.6329,299558.8462,290768.5847,267067.9541,251229.9619,232753.7733,217765.1548,218471.4739,229471.3379,237145.5381,244122.4863,250255.401,259855.0914,266794.7839,279791.3363,311151.8231,367482.1853,388354.4377,402289.1645
"Flint, MI",MI,82179.30755,87441.39189,91693.21365,95012.44642,99804.44884,104114.2348,107513.4684,103902.646,95820.36808,75147.30805,62693.10565,53033.34476,45287.2328,53512.21799,61940.90141,69693.19913,76732.52691,86373.13174,95844.8509,104820.8857,114625.0332,131636.1429,147249.2013,153268.0554,162859.5344
"Peoria, IL",IL,,,,94576.14924,97320.2692,103078.9074,107080.5907,111491.3894,112924.0825,110913.054,108920.9304,106901.1977,103900.7666,105559.4757,107987.1781,108972.2374,110492.8893,108814.7075,108331.8404,106855.2073,107963.9636,114734.3799,124452.3028,131670.7193,139576.1211
"Canton, OH",OH,90726.55044,95503.84981,97293.61542,100887.3614,103969.781,105947.6347,109914.6188,111098.6849,108683.3487,106306.9196,103210.6671,99975.45269,94221.34164,96192.77067,101170.2763,104509.8694,110150.0975,114918.7045,120792.4852,127967.625,133754.7608,149583.7462,162742.2543,172289.7703,185556.8298
"Savannah, GA",GA,116445.9263,123649.949,128966.5366,135485.8734,143054.651,157212.8269,170810.5177,184656.4898,185859.7561,176301.9938,166973.1491,160326.0822,148846.9602,153510.5165,160418.8188,167423.5186,176523.6266,179804.4167,186422.7718,197455.4782,207209.9664,224842.8246,262906.7078,302223.568,329679.2163
"Anchorage, AK",AK,140337.0969,146360.0624,178163.8149,185892.7894,198627.9495,216315.9979,236369.8063,252856.8072,262614.2638,262318.9957,262368.2655,261679.6509,259156.0289,275051.7359,282612.0509,292847.8782,304529.6124,306114.3487,307325.4624,309804.0175,339664.6206,344532.84,366191.7336,382585.2408,393811.6769
"Beaumont, TX",TX,,,,,,96795.89628,101871.0191,108748.1,114066.2987,115249.4363,113700.4286,112739.3656,110968.0275,109161.2214,113460.3502,116412.3058,120563.4361,122411.154,129842.2788,140348.0202,152734.8697,159028.7365,169940.6866,170381.1494,160861.7672
"Shreveport, LA",LA,,,,,,,125514.5051,136420.4199,136933.8219,138163.9999,139559.3423,142366.3229,143675.2912,139455.6193,140286.5673,143099.4394,145102.0347,144250.9437,140168.4382,142157.4942,154620.5875,159426.8825,157832.9019,159787.1478,161701.9013
"Trenton, NJ",NJ,149531.4315,160688.275,180762.7836,206473.1837,234600.6679,269850.9521,305257.7864,316685.9839,302239.3815,278609.5429,261204.3768,252120.3757,229319.6405,219250.3079,230460.3254,236165.1521,243115.7179,249531.1088,257252.8529,264199.9423,275942.647,299781.9604,339774.2915,366720.5664,406692.7485
"Montgomery, AL",AL,111238.1516,114434.3461,114166.8883,115197.7716,117074.0015,122142.523,130672.887,139407.6281,144088.7704,142361.6316,135006.8788,128754.8804,124725.4556,123205.4096,126300.974,127234.9636,128518.3926,129436.4074,131390.9633,134447.7317,141664.0896,151222.9111,170005.4591,182912.446,187880.882
"Davenport, IA",IL,,,,,,110622.4361,117793.8745,120543.1657,122784.1212,119334.6126,118964.15,118221.0125,115117.1281,117573.8392,120946.9644,123322.0071,126088.4806,127894.6649,131157.6474,134605.884,140380.0202,148550.7887,159006.326,164651.3071,169787.2976
"Tallahassee, FL",FL,111713.9945,115759.9911,122807.2678,132743.3626,149160.1899,170661.2955,199629.0808,213275.9298,205309.0263,181787.5487,166955.5846,156738.2095,144690.6922,144949.5956,149696.4522,154050.6762,161594.2554,169417.0604,178211.8537,187459.6551,200980.9875,219143.671,246571.1535,267014.0287,282165.3013
"Eugene, OR",OR,146667.0784,150240.1624,152555.7068,157917.7266,169659.5214,188168.6629,222965.2089,249177.8356,251659.1222,228142.6267,213589.0146,197735.8014,185562.1606,186719.9453,201487.9032,213986.7236,231069.3499,252049.8009,274475.7662,293512.6688,312426.4148,353903.3977,411186.5077,432856.4146,440431.2747
"Naples, FL",FL,190330.3201,209665.3926,234863.6862,257836.7755,288087.3848,346356.6114,464680.886,502060.3028,411140.7881,334348.613,283626.276,269338.2014,258156.3838,268998.6464,307943.8088,343059.9338,382070.3758,391817.2965,390395.9171,401651.0367,404059.8572,434306.2234,590479.3058,694398.2911,724672.6983
